Ref,Author_Year,Location,Lat,Long,Precip_mm,Temp_C,Precip_avg_mm,Temp_avg_C,IPCC_climclass,Soil_Texture,Soil_Class,Soil_Sand_perc,Soil_Silt_perc,Soil_Clay_perc,Soil_SOC_perc,Soil_SON_perc,Soil_BD_gcm3,pH,CEC,Man_PreCrop,Man_LandType,Man_Crop,Man_Management,n_measurements,Method,Chamber_Area_m2,Chamber_Closure_min,Chamber_Int,Chamber_out,n_measurements_2,Year_type,Year,Duration,Reps,Fert_Type,Fert_Mode_App,Fert_n_App,n_Crops,Residues,tillage,till_depth,cover_crop,Irrigation_YN,Liming,N_App_Rate_kgN_ha,N_uptake_kgN_ha,N2O_kgN2O-N_ha,N2O_se_kgN2O-N_ha,N2O_Interp_Method,EF,deltaEF,CropType,FertType,STD,avgPrecip,avgTemp,SoilTexture,SoilTexture2,PrecipClass,TempClass
NA,Horv·th et al. 2010,Hungarian,47.7,19.4,NA,NA,579,NA,NA,sandy loam,NA,46,36,18,2.5,0.19,NA,NA,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,AN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,593.388,9.769,loam,Medium,dry,cool temperate
NA,Horwath et al. 1998,USA,44.57,-123.27,NA,NA,NA,NA,NA,sandy loam,NA,NA,NA,NA,2.77,0.24,1.1,5.5,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1138.088,11.169,sandy loam,Coarse,avg,warm temperate
NA,Horwath et al. 1998,USA,44.57,-123.27,NA,NA,NA,NA,NA,sandy loam,NA,NA,NA,NA,2.74,0.23,1.3,5.4,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1138.088,11.169,sandy loam,Coarse,avg,warm temperate
NA,Horwath et al. 1998,USA,44.57,-123.27,NA,NA,NA,NA,NA,sandy loam,NA,NA,NA,NA,2.97,0.22,1.3,5.4,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,U + AS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,1138.088,11.169,sandy loam,Coarse,avg,warm temperate
NA,Horwath et al. 1998,USA,44.57,-123.27,NA,NA,NA,NA,NA,sandy loam,NA,NA,NA,NA,3.55,0.26,1,5.5,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,U + AS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,1138.088,11.169,sandy loam,Coarse,avg,warm temperate
NA,Hsieh et al. 2005,Ireland,52.14,-8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,1.3,6,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1089.406,9.92,NA,NA,avg,cool temperate
NA,Hsieh et al. 2005,Ireland,52.14,-8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,1.3,6,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NH4CONTROL3 (2CONTROL7) AND FARMLAND SLURRY (13CONTROL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,NA,NA,NA,NA,1089.406,9.92,NA,NA,avg,cool temperate
NA,Hsieh et al. 2005,Ireland,52.14,-8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,1.3,6,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NH4CONTROL3 (17CONTROL) AND FARMLAND SLURRY (13CONTROL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,NA,NA,NA,NA,1089.406,9.92,NA,NA,avg,cool temperate
NA,Hu et al. 2016,China,31.55,120.7,NA,NA,1038,NA,NA,loam,NA,29,41,31,2.22,0.22,1.2,7.6,NA,Rice,cropland,milk vetch rice,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,CONTROL+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1472.003,1165.376,15.82,clay loam,Fine,avg,warm temperate
NA,Hu et al. 2016,China,31.55,120.7,NA,NA,1038,NA,NA,loam,NA,29,41,31,2.22,0.22,1.2,7.6,NA,Rice,cropland,milk vetch rice,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,UREA+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,1472.003,1165.376,15.82,clay loam,Fine,avg,warm temperate
NA,Hu et al. 2016,China,31.55,120.7,NA,NA,1038,NA,NA,loam,NA,29,41,31,2.22,0.22,1.2,7.6,NA,Rice,cropland,milk vetch rice,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,UREA+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,1472.003,1165.376,15.82,clay loam,Fine,avg,warm temperate
NA,Hu et al. 2016,China,31.55,120.7,NA,NA,1038,NA,NA,loam,NA,29,41,31,2.22,0.22,1.2,7.6,NA,Rice,cropland,milk vetch rice,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,UREA+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,1472.003,1165.376,15.82,clay loam,Fine,avg,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,CONTROL+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,CONTROL+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,CONTROL+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,CONTROL+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+STRAW+NI+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+STRAW+RELEASE UREA+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+STRAW+MANURE+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+STRAW+NI+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+STRAW+MANURE+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+STRAW+MANURE+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+STRAW+RELEASE UREA+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+STRAW RETURN+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+STRAW+RELEASE UREA+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+STRAW+SLOW RELEASE UREA+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+STRAW+NITRIFICATION INHIBITOR+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+STRAW RETURN+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+STRAW RETURN+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,UREA+STRAW+MANURE+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Wheat,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+STRAW RETURN+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Hu et al. 2013,China,36.87,115.17,NA,NA,556,NA,NA,loam,NA,35,52,13,0.85,0.09,1.34,8.2,NA,Maize,cropland,wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,UREA+STRAW+NI+PK,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,573.474,14.384,silt loam,Medium,dry,warm temperate
NA,Huang et al. 2014,China,35.2,107.67,NA,NA,584,NA,NA,loam,NA,NA,NA,NA,1.74,0.1,1.3,8,NA,NA,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,CK+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,556.85,10.69,loam,Medium,dry,warm temperate
NA,Huang et al. 2014,China,35.2,107.67,NA,NA,584,NA,NA,loam,NA,NA,NA,NA,1.74,0.1,1.3,8,NA,NA,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,UREA+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,556.85,10.69,loam,Medium,dry,warm temperate
NA,Huang et al. 2014,China,35.2,107.67,NA,NA,584,NA,NA,loam,NA,NA,NA,NA,1.74,0.1,1.27,8.1,NA,NA,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,UREA+BIOCHAR+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,556.85,10.69,loam,Medium,dry,warm temperate
NA,Huang et al. 2014,China,35.2,107.67,NA,NA,584,NA,NA,loam,NA,NA,NA,NA,1.74,0.1,1.25,8.1,NA,NA,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,UREA+BIOCHAR+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,556.85,10.69,loam,Medium,dry,warm temperate
NA,Huang et al. 2014,China,35.2,107.67,NA,NA,584,NA,NA,loam,NA,NA,NA,NA,1.74,0.1,1.28,8.1,NA,NA,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,UREA+BIOCHAR+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,556.85,10.69,loam,Medium,dry,warm temperate
NA,Huang et al. 2014,China,35.2,107.67,NA,NA,584,NA,NA,loam,NA,NA,NA,NA,1.74,0.1,1.27,8.1,NA,NA,cropland,maize,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,BIOCHAR(CORN STRAW)+PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,556.85,10.69,loam,Medium,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,ASN+DMPP (ENTEC 26),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,ASN+DMPP (ENTEC 26),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,ASN+DMPP (ENTEC 26),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,ASN+DMPP (ENTEC 26),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,ASN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,ASN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,ASN+UREA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,HuÈrfano et al. 2015,Spain,42.82,-2.5,NA,NA,NA,NA,NA,clay loam,NA,44,25,31,1.13,0.15,NA,8.5,NA,Rapeseed,cropland,winter wheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,ASN+UREA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,829.935,11.138,clay loam,Fine,dry,warm temperate
NA,Hyatt et al. 2010,USA,43.38,-93.88,NA,NA,752,NA,NA,loamy sand,NA,82,10,8,1.4,NA,NA,4.9,NA,Rye,cropland,potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,801.362,7.921,loamy sand,Coarse,dry,cool temperate
NA,Hyatt et al. 2010,USA,43.38,-93.88,NA,NA,752,NA,NA,loamy sand,NA,82,10,8,1.16,NA,NA,6.2,NA,Rye,cropland,potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,801.362,7.921,loamy sand,Coarse,dry,cool temperate
NA,Hyatt et al. 2010,USA,43.38,-93.88,NA,NA,752,NA,NA,loamy sand,NA,82,10,8,1.16,NA,NA,6.2,NA,Rye,cropland,potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,STARTER+UREA+AMMONIUM NITREATE,surface incorporated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,801.362,7.921,loamy sand,Coarse,dry,cool temperate
NA,Hyatt et al. 2010,USA,43.38,-93.88,NA,NA,752,NA,NA,loamy sand,NA,82,10,8,1.4,NA,NA,4.9,NA,Rye,cropland,potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,STARTER+UREA+AMMONIUM NITREATE,surface incorporated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,801.362,7.921,loamy sand,Coarse,dry,cool temperate
NA,Hyatt et al. 2010,USA,43.38,-93.88,NA,NA,752,NA,NA,loamy sand,NA,82,10,8,1.4,NA,NA,4.9,NA,Rye,cropland,potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,POLYMER COATED UREA 2+STARTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,801.362,7.921,loamy sand,Coarse,dry,cool temperate
NA,Hyatt et al. 2010,USA,43.38,-93.88,NA,NA,752,NA,NA,loamy sand,NA,82,10,8,1.4,NA,NA,4.9,NA,Rye,cropland,potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,POLYMER COATED UREA 1+STARTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,801.362,7.921,loamy sand,Coarse,dry,cool temperate
NA,Hyatt et al. 2010,USA,43.38,-93.88,NA,NA,752,NA,NA,loamy sand,NA,82,10,8,1.16,NA,NA,6.2,NA,Rye,cropland,potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,POLYMER COATED UREA 2+STARTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,801.362,7.921,loamy sand,Coarse,dry,cool temperate
NA,Hyatt et al. 2010,USA,43.38,-93.88,NA,NA,752,NA,NA,loamy sand,NA,82,10,8,1.16,NA,NA,6.2,NA,Rye,cropland,potato,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,POLYMER COATED UREA 1+STARTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,801.362,7.921,loamy sand,Coarse,dry,cool temperate
NA,Hyde et al. 2006,Ireland,52,-6,NA,NA,1014,NA,NA,loam,NA,44,38,18,3.2,0.28,1.23,5.8,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1397.621,10.171,loam,Medium,avg,warm temperate
NA,Hyde et al. 2006,Ireland,52,-6,NA,NA,1014,NA,NA,loam,NA,44,38,18,3.2,0.28,1.23,5.8,NA,Grassland,grassland,grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1397.621,10.171,loam,Medium,avg,warm temperate
